Fold,Ranking_Method,Positions,Train_Period,Test_Period,Train_CAGR,Train_PF,Test_Return,Test_MaxDD,Test_PF,Test_WinRate,Test_Trades
Fold 6,Monthly RSI,10,2018-2025,2026-2026,18.238305210633744,3.3709087695558275,30.901331654941572,-13.045045809433917,3.732229207598477,47.368421052631575,19
Fold 6,Monthly RSI,15,2018-2025,2026-2026,21.67194624557245,4.459656742708972,27.19101465429759,-13.416594886137656,3.719759162720195,51.85185185185185,27
Fold 6,Weekly RSI,3,2018-2025,2026-2026,15.931649109714119,2.963476348494022,0.16241434732869967,-24.50736136820286,1.1529527486315645,28.57142857142857,7
Fold 6,Weekly RSI,5,2018-2025,2026-2026,17.11466806132329,2.8669070142995516,4.763259306423157,-20.994813593878106,1.428597098247715,36.36363636363637,11
Fold 6,Weekly RSI,7,2018-2025,2026-2026,17.565410273104277,3.8983213069333407,13.860924651138065,-13.655875804710197,2.6016637169099615,46.15384615384615,13
Fold 6,Weekly RSI,10,2018-2025,2026-2026,23.667738752427958,4.129216913749065,29.427587630118452,-13.902601089871233,3.8084369318253533,42.10526315789473,19
Fold 6,Weekly RSI,15,2018-2025,2026-2026,23.37697175493043,4.281045310500391,26.875894278339413,-13.416594886137656,3.5917069874255474,48.148148148148145,27
Fold 6,3M Return,3,2018-2025,2026-2026,29.17197921285424,4.304804961762235,0.16241434732869967,-24.50736136820286,1.1529527486315645,28.57142857142857,7
Fold 6,3M Return,5,2018-2025,2026-2026,28.28694155653979,5.348232026449671,4.763259306423157,-20.994813593878106,1.428597098247715,36.36363636363637,11
Fold 6,3M Return,7,2018-2025,2026-2026,21.838506563805325,4.235652606265346,8.420444515520636,-15.261161041848691,1.8138728521416156,40.0,15
Fold 6,3M Return,10,2018-2025,2026-2026,26.85312440953902,4.156579525479233,31.064309536328704,-13.045045809433917,4.0842988156941615,47.368421052631575,19
Fold 6,3M Return,15,2018-2025,2026-2026,25.9074742758574,4.479411133581723,28.283830811587627,-13.416594886137656,3.9781065946533904,51.85185185185185,27
Fold 6,6M Return,3,2018-2025,2026-2026,20.80460550417078,4.290508052972632,0.16241434732869967,-24.50736136820286,1.1529527486315645,28.57142857142857,7
Fold 6,6M Return,5,2018-2025,2026-2026,22.047456094295615,3.325657392846212,4.763259306423157,-20.994813593878106,1.428597098247715,36.36363636363637,11
Fold 6,6M Return,7,2018-2025,2026-2026,19.40585964180297,3.3884229559019294,6.692172909990046,-15.261161041848691,1.5083522853743183,40.0,15
Fold 6,6M Return,10,2018-2025,2026-2026,22.896963707680374,3.5296431231137744,30.93921861303351,-13.045045809433917,3.8140737276881858,47.368421052631575,19
Fold 6,6M Return,15,2018-2025,2026-2026,24.157598975983284,4.640530168699669,27.445058206717416,-13.416594886137656,3.7798163817949932,51.85185185185185,27
Fold 6,12M Return,3,2018-2025,2026-2026,3.3972315468515424,1.5116487576993527,0.8301016886518103,-24.50736136820286,1.1529527486315645,28.57142857142857,7
Fold 6,12M Return,5,2018-2025,2026-2026,10.997765056310783,2.2582142314287963,4.763259306423157,-20.994813593878106,1.428597098247715,36.36363636363637,11
Fold 6,12M Return,7,2018-2025,2026-2026,16.19008368418584,4.477498758315306,13.860924651138065,-13.655875804710197,2.601663716909962,46.15384615384615,13
Fold 6,12M Return,10,2018-2025,2026-2026,23.632828130456996,3.5447715188529676,30.901331654941544,-13.045045809433917,3.732229207598477,47.368421052631575,19
Fold 6,12M Return,15,2018-2025,2026-2026,24.31019559453094,4.258340779733432,27.19101465429759,-13.416594886137656,3.719759162720195,51.85185185185185,27
Fold 6,Relative Volume,3,2018-2025,2026-2026,13.140249379297009,2.8042940491734507,0.16241434732869967,-24.50736136820286,1.1529527486315645,28.57142857142857,7
Fold 6,Relative Volume,5,2018-2025,2026-2026,17.392052058468167,3.3500611471440003,4.763259306423157,-20.994813593878106,1.428597098247715,36.36363636363637,11
Fold 6,Relative Volume,7,2018-2025,2026-2026,16.652678376208428,3.482890085173213,13.860924651138065,-13.655875804710197,2.6016637169099615,46.15384615384615,13
Fold 6,Relative Volume,10,2018-2025,2026-2026,21.612180519914958,3.654568147145979,8.018019792869199,-14.99668733333596,1.6053747022208213,45.0,20
Fold 6,Relative Volume,15,2018-2025,2026-2026,24.160705804578164,4.625141961596177,27.110026742740605,-13.416594886137636,3.700613198571696,51.85185185185185,27
Fold 6,Composite Momentum,3,2018-2025,2026-2026,11.381052745961462,2.471756795776043,0.16241434732869967,-24.50736136820286,1.1529527486315645,28.57142857142857,7
Fold 6,Composite Momentum,5,2018-2025,2026-2026,11.832731570069367,2.2261920340770396,4.763259306423157,-20.994813593878106,1.428597098247715,36.36363636363637,11
Fold 6,Composite Momentum,7,2018-2025,2026-2026,17.345801418794604,3.8132516011668023,13.860924651138065,-13.655875804710197,2.601663716909962,46.15384615384615,13
Fold 6,Composite Momentum,10,2018-2025,2026-2026,23.227028156748688,3.626751120780713,30.939218613033532,-13.045045809433917,3.8140737276881858,47.368421052631575,19
Fold 6,Composite Momentum,15,2018-2025,2026-2026,23.907779463421754,4.422380422512185,27.445058206717416,-13.416594886137656,3.7798163817949932,51.85185185185185,27
